zts1e	Nowy przedmiot
zts18397e	Opaska Króliczka
zts18398e	Przepiêkna opaska![n]To niezwyk³a rzadkoœæ.[n]Tylko damskie postacie mog¹ j¹ nosiæ.[n][Efekt][n]Zdobywanie z³ota wzrasta o 20%.[n]
zts18399e	Pieczêæ Rajdu Loli K³apouszka
zts18400e	Mo¿esz do³¹czyæ do letniego rajdu na Króliczym Podwórku w NosVille.[n]Zalecany poziom: 20 ~ 99[n]Minimalna liczby graczy: 6[n][U¿yj][n]Dziêki tej pieczêci zostaniesz liderem rajdu dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy,[n]klikaj¹c na nich.[n]Udaj siê ze swoj¹ dru¿yn¹ do wejœcia do rajdu i wkrocz jako lider,[n]pozostali gracze pod¹¿¹ za tob¹ automatycznie.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n]
zts18401e	Pude³ko Rajdu Smoczego Króla
zts18402e	Nowoodkryte pude³ko rajdu smoczego króla[n]Otrzymasz jeden z przedmiotów, które zniknê³y.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n][n]
zts18403e	Prezent ¯ó³wia
zts18404e	Prezent do misji dziennej.[n]Otrzymasz jeden z przedmiotów.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n]
zts18411e	Mo¿esz do³¹czyæ do letniego rajdu na Króliczym Podwórku w NosVille.[n]Zalecany poziom: 20 ~ 99[n]Minimalna liczby graczy: 6[n][U¿yj][n]Dziêki tej pieczêci zostaniesz liderem rajdu dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy,[n]klikaj¹c na nich.[n]Udaj siê ze swoj¹ dru¿yn¹ do wejœcia do rajdu i wkrocz jako lider,[n]pozostali gracze pod¹¿¹ za tob¹ automatycznie.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n]
zts18412e	Pieczêæ Rajdu Loli K³apouszka
zts18413e	Mo¿esz do³¹czyæ do letniego rajdu na Króliczym Podwórku w NosVille.[n]Zalecany poziom: 20 ~ 99[n]Minimalna liczby graczy: 6[n][U¿yj][n]Dziêki tej pieczêci zostaniesz liderem rajdu dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy,[n]klikaj¹c na nich.[n]Udaj siê ze swoj¹ dru¿yn¹ do wejœcia do rajdu i wkrocz jako lider,[n]pozostali gracze pod¹¿¹ za tob¹ automatycznie.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n]
zts18416e	Króliczki to uwielbiaj¹![n]Wygl¹da przepysznie![n]P¯ i PM powoli siê odnawiaj¹.[n]Tak¿e twój NosKumpel na tym korzysta.[n][Uwaga][n]Przedmiot ten zniknie wraz z zakoñczeniem eventu.[n]
zts18426e	Pude³ko nagród: Ranking ulubieñców
zts18427e	To pude³ko nagród za ranking ulubieñców.
zts18428e	Pude³ko nagród: Ranking reputacji
zts18429e	To pude³ko nagród za ranking reputacji.
zts18430e	Pude³ko nagród: Ranking punktów
zts18431e	To pude³ko nagród za ranking punktów.
zts18432e	Kowbojka Chloe
zts18433e	Karta specjalisty partnera ¿ywio³u wody.[n]Leona i Bob mog¹ j¹ nosiæ.[n]Schowaj i ukryj![n]
zts18434e	[PvP] Ognisty miecz Magmarosa
zts18435e	[PvP] Ognisty miecz Valakusa
zts18436e	[PvP] Skrzyd³o Feniksa
zts18437e	[PvP] Skrzyd³o Grala
zts18438e	[PvP] Kij ducha lawy
zts18439e	[PvP] Kij Katola
zts18440e	[PvP] Pazur Feniksa
zts18441e	[PvP] Pazur Grala
zts18442e	[PvP] Kie³ p³omiennego psa
zts18443e	[PvP] Kie³ Kertosa
zts18444e	[PvP] Tchnienie Valaketa
zts18445e	[PvP] Oddech Valakusa
zts18446e	Dopalacz areny (Talenty)
zts18447e	Zostanie ka¿dorazowo zu¿yty, gdy zdo³asz wygraæ Arenê Talentów.[n]Otrzymujesz medal, dodatkowe PD oraz z³oto.[n][Uwaga][n]Aby go u¿yæ, musi znajdowaæ siê w ekwipunku.[n]
zts18448e	Legendarny medal honorowy
zts18449e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 30 000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18450e	Tajemniczy medal honorowy
zts18451e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 20 000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18452e	Antyczny medal honorowy
zts18453e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 10 000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18454e	Wyœmienity medal honorowy
zts18455e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 5000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18456e	Medal honorowy wysokiej jakoœci
zts18457e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 3000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18458e	Dobry medal honorowy
zts18459e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 1000 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18460e	U¿yteczny medal honorowy
zts18461e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 500 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18463e	Medal dla osoby, która dokona³a bohaterskiego czynu.[n]Otrzymujesz 200 pkt. reputacji. [n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Po u¿yciu niemo¿liwe jest przywrócenie przedmiotu.[n]
zts18464e	To bilet na Arenê Talentów.[n]Podejmij wyzwanie i zostañ bohaterem NosTale![n][Uwaga][n]Po klikniêciu na przedmiot zostanie on jednorazowo u¿yty.[n]Liczba wejœæ zostanie tymczasowo zwiêkszona o 1.[n]Liczba ta zostanie póŸniej ponownie zmniejszona.[n]
zts18465e	Medal honorowy
zts18466e	Zostanie ka¿dorazowo zu¿yty, gdy zdo³asz wygraæ Arenê Talentów.[n]Otrzymujesz medal, dodatkowe PD oraz z³oto.[n][Uwaga]Aby go u¿yæ, musi znajdowaæ siê w ekwipunku.[n]
zts18473e	[PvP] Antyczna maska ognia
zts18474e	[PvP] He³m p³omieni
zts18475e	[PvP] Rêkawica Magmarosa
zts18476e	[PvP] Rêkawice Valakusa
zts18477e	[PvP] Kozaki P³omiennego Giganta
zts18478e	[PvP] Kozaki Kertosa
zts18479e	Honorowo: Bransoletka P³omiennego Giganta
zts18480e	[PvP] Bransoletka Katola
zts18481e	[PvP] Pierœcieñ Feniksa
zts18482e	[PvP] Pierœcieñ Grala
zts18483e	Honorowo: Obro¿a P³omiennego Psa
zts18484e	[PvP] Naszyjnik Kertosa
zts18485e	[PvP] Pancerna zbroja p³omiennego giganta
zts18486e	[PvP] Stalowy napierœnik Katola
zts18487e	[PvP] Skórzana zbroja p³omiennego psa
zts18488e	[PvP] Skórzany napierœnik Kertosa
zts18489e	[PvP] Szata ognistego Feniksa
zts18490e	[PvP] Szata mieni¹cego siê Grala
zts18491e	Esencja Ancelloana
zts18492e	Zdolny do u¿ycia Pojawienia siê Ancelloana.
zts18493e	[PvP] Rêkawice mistrza rozbójników
zts18494e	[PvP] Buty mistrza rozbójników
zts18495e	Maska zapomnianego bohatera D
zts18496e	Wyposa¿enie zapomnianego bohatera, znalezione w Niebiosach.[n]
zts18497e	Opaska nieznanego bohatera
zts18498e	Nawet nie ma imienia, które mog³o by zostaæ zapomniane.[n]
zts18499e	Naszyjnik zapomnianego bohatera J
zts18500e	Pierœcieñ zapomnianego bohatera S
zts18501e	Bransoletka zapomnianego bohatera M
zts18502e	[PvP] Z³ota zbroja bandy rozbójników
zts18503e	[PvP] Z³ota tunika bandy rozbójników
zts18504e	[PvP] Z³ota szata bandy rozbójników
zts18505e	[PvP] Ciê¿ka zbroja Komendanta
zts18506e	[PvP] Szata komendanta
zts18507e	[PvP] Skórzana zbroja komendanta
zts18508e	[PvP] Sztylet niebieskiego zêba Calvinas
zts18509e	[PvP] Magiczna laska lilii wodnej Calvinasa
zts18510e	[PvP] Niebieski róg - magiczna broñ Calvinas
zts18511e	[PvP] Miecz ognistej wichury Calvinas
zts18512e	[PvP] Kusza niebieskiego kolca Calvinas
zts18513e	[PvP] £uk fali powodziowej Calvinas
zts18514e	[PvP] Kusza wielkiego przywódcy
zts18515e	[PvP] Magiczna broñ wielkiego przywódcy
zts18516e	[PvP] Nó¿ wielkiego przywódcy
zts18517e	[PvP] Ostry miecz wielkiego przywódcy
zts18518e	[PvP] Czarodziejska ró¿d¿ka wielkiego przywódcy
zts18519e	[PvP] £uk klinowy wielkiego przywódcy
zts18520e	Honorowe pude³ko
zts18521e	Honorowe pude³ko[n]Otrzymujesz jeden z poni¿szych przedmiotów:[n][Dostêpne przedmioty][n]1x Dopalacz Areny Talentów[n]1x Bilet Areny Talentów[n]1x Legendarny medal honorowy[n]1x Tajemniczy medal honorowy[n]1x Antyczny medal honorowy[n]1x Wyœmienity medal honorowy[n]1x Medal honorowy wysokiej jakoœci[n]1x Dobry medal honorowy[n]1x U¿yteczny medal honorowy[n]1x Medal honorowy[n]
zts18522e	Skrzynia ze z³otymi medalami
zts18523e	Skrzynia ze z³otymi medalami[n]Otrzymujesz jeden z poni¿szych przedmiotów:[n][Dostêpne przedmioty][n]1x Legendarny medal honorowy[n]1x Tajemniczy medal honorowy[n]1x Antyczny medal honorowy[n]1x Wyœmienity medal honorowy[n]1x Medal honorowy wysokiej jakoœci[n]1x Dobry medal honorowy[n]1x U¿yteczny medal honorowy[n]
zts18524e	Skrzynia ze srebrnymi medalami
zts18525e	Skrzynia ze srebrnymi medalami[n]Otrzymujesz jeden z poni¿szych przedmiotów:[n][Dostêpne przedmioty][n]1x Legendarny medal honorowy[n]1x Tajemniczy medal honorowy[n]1x Antyczny medal honorowy[n]1x Wyœmienity medal honorowy[n]1x Medal honorowy wysokiej jakoœci[n]1x Dobry medal honorowy[n]1x U¿yteczny medal honorowy[n]1x Medal honorowy[n]
zts18532e	Karta Specjalisty Partnera Fiony
zts18533e	Karta specjalisty partnera dziewiêcioogoniastej lisiej damy Fiony.[n]Tom i Kliff mog¹ j¹ nosiæ.[n]Lis, który wola³by byæ cz³owiekiem…[n]
zts18534e	Z³ote Skrzyd³a
zts18535e	Przemienia skrzyd³a twojego specjalisty w Z³ote Skrzyd³a.[n]Instrukcja:[n]1.Przemieñ siê w specjalistê.[n]2.U¿yj tego przedmiotu, aby zmieniæ swoje skrzyd³a.[n][Efekt specjalny][n]Szybkoœæ poruszania siê +1[n]Z prawdopodobieñstwem 25% opiera siê wymuszonym ruchom.[n][Uwaga][n]1.Skrzyd³a mo¿esz przemieniæ w Z³ote Skrzyd³a tylko z ulepszon¹ kart¹ specjalisty +1 lub wy¿ej.[n]2.Funkcja ta zniknie, jeœli w³o¿ysz swoj¹ kartê specjalisty do pojemnika na karty.[n]
zts18537e	Przemienia skrzyd³a twojego specjalisty w Z³ote Skrzyd³a.[n]Instrukcja:[n]1.Przemieñ siê w specjalistê.[n]2.U¿yj tego przedmiotu, aby zmieniæ swoje skrzyd³a.[n][Efekt specjalny][n]Szybkoœæ poruszania siê +1[n]Z prawdopodobieñstwem 25% opiera siê wymuszonym ruchom.[n][Uwaga][n]1.Skrzyd³a mo¿esz przemieniæ w Z³ote Skrzyd³a tylko z ulepszon¹ kart¹ specjalisty +1 lub wy¿ej.[n]2.Funkcja ta zniknie, jeœli w³o¿ysz swoj¹ kartê specjalisty do pojemnika na karty.[n]
zts18554e	Karta Specjalisty Partnera D¿ina
zts18555e	Karta specjalisty partnera ¿ywo³u wody.[n]Ksiê¿niczka Sakura mo¿e j¹ nosiæ.[n]"Nie ¿yczê sobie kolejnych ¿yczeñ."[n]
zts18556e	Onyksowe Skrzyd³a
zts18557e	Przemienia skrzyd³a twojego specjalisty w onyksowe skrzyd³a.[n]Instrukcja:[n]1.Przemieñ siê w specjalistê.[n]2.U¿yj tego przedmiotu, aby zmieniæ swoje skrzyd³a.[n][Efekt specjalny][n]Przywo³uje cieñ smoka, aby z pewnym prawdopodobieñstwem przypuœciæ dodatkowy atak.[n]Szybkoœæ poruszania siê +1[n][Uwaga][n]1.Skrzyd³a mo¿esz zmieniæ w onyksowe skrzyd³a tylko z ulepszon¹ kart¹ specjalisty +1 lub wy¿ej.[n]2.Efekt zniknie, jeœli w³o¿ysz swoj¹ kartê specjalisty do pojemnika na karty.[n]
zts18573e	Lodowa Ksiê¿niczka Eliza
zts18574e	Karta specjalisty partnera ¿ywio³u wody.[n]Mo¿e j¹ nosiæ Ksiê¿niczka Sakura.[n]Chcesz ulepiæ ba³wana?![n]
zts18575e	Daniel Dukate
zts18576e	Karta specjalisty partnera ¿ywio³u ognia.[n]Mog¹ j¹ nosiæ Leona i Bob.[n]Daj królowi piratów z³oto i skarby, a nie spotka ciê los marny![n]
zts18589e	¯ywio³ Równowagi
zts18590e	¯ywio³ przesi¹kniêty energi¹ balansu[n]5 ¯ywio³ów Równowagi mo¿na przemieniæ w Esencjê Równowagi.[n]
zts18591e	Esencja Równowagi
zts18592e	Esencja przesi¹kniêta energi¹ balansu.[n]5 Esencji Równowagi mo¿na przemieniæ w Kryszta³ Równowagi.[n]
zts18593e	Kryszta³ Równowagi
zts18594e	Kryszta³ przesi¹kniêty energi¹ balansu.[n]Potrzebny do produkcji.[n]
zts18595e	Relikwia Praplemienia
zts18596e	Mo¿na sprzedaæ w sklepie.[n]Po upadku staro¿ytnej cywilizacji relikwia zaginê³a w dziczy.[n]Nie jest w najlepszym stanie, jednak posiada wartoœæ archeologiczn¹.[n]
zts18597e	Nienaruszona Relikwia Praplemienia
zts18598e	Mo¿na sprzedaæ w sklepie.[n]Relikwia znajduje siê w bardzo dobrym stanie i ma bardzo du¿¹ wartoœæ archeologiczn¹.[n]Mo¿esz otrzymaæ bardzo dobr¹ nagrodê, jeœli zaniesiesz to handlarzowi antykami.[n]
zts18599e	Znak Zelotów
zts18600e	Znak, który nosi przy sobie ka¿dy Zelot.[n]Jego przeznaczenie nie jest znane, wiadomo jednak, ¿e w jego œrodku umieszczony jest klejnot.
zts18601e	Róg Bacooma
zts18602e	Róg Bacooma.[n]Twardy niczym stal.[n]
zts18603e	Ogon Bacooma
zts18604e	Smakuje wybornie, jeœli go odpowiednio przyrz¹dziæ.[n]Smakosze bêd¹ go uwielbiaæ.[n]
zts18605e	Uszkodzony Oreichalkos
zts18606e	Oreichalkos to szczególny rodzaj metalu, u¿ywanego ju¿ w staro¿ytnoœci.[n]Niestety, z powodu uszkodzenia nie jest ju¿ wiele wart.[n]
zts18607e	Sprawny Oreichalkos
zts18608e	Oreichalkos to szczególny rodzaj metalu, u¿ywanego ju¿ w staro¿ytnoœci.[n]Jego cena zale¿y od sprzedawcy.[n]
zts18609e	Lataj¹cy Kamieñ
zts18610e	Wygl¹da jak normalny kamieñ, jednak unosi siê w powietrzu, jeœli na³adowaæ go man¹.[n]
zts18611e	Jedwab
zts18612e	Bardzo miêkki i delikatny materia³.[n]
zts18613e	Dusza i Niewinnoœæ
zts18614e	Rdzeñ niewinnej duszy stanowi energia.[n]
zts18615e	Nieznany kawa³ek metalu
zts18616e	Kawa³ek metalu nieznanego pochodzenia.[n]
zts18617e	Nieznane sanktuarium
zts18618e	U¿ywa siê go w ceremonii Zelotów.[n]
zts18619e	Srebrny naszyjnik
zts18620e	Srebrny naszyjnik, jaœniej¹cy wspania³ym blaskiem.[n]
zts18621e	Z³oty naszyjnik
zts18622e	Z³oty naszyjnik, który wygl¹da na bardzo wartoœciowy.[n]
zts18623e	[Pocz¹tkuj¹cy] Zwiêkszenie obra¿eñ w PvP
zts18624e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 1%.[n]
zts18625e	[Œredni] Zwiêkszenie obra¿eñ w PvP
zts18626e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 2%.[n]
zts18627e	[Zaawansowany] Zwiêkszenie obra¿eñ w PvP
zts18628e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 3%.[n]
zts18629e	[Mistrz] Zwiêkszenie obra¿eñ w PvP
zts18630e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obra¿enia w PvP o 5%.[n]
zts18631e	[Pocz¹tkuj¹cy] Zwiêkszenie obrony w PvP
zts18632e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 1%.[n]
zts18633e	[Œredni] Zwiêkszenie obrony w PvP.
zts18634e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 2%.[n]
zts18635e	[Zaawansowany] Zwiêkszenie obrony w PvP.
zts18636e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 3%.[n]
zts18637e	[Mistrz] Zwiêkszenie obrony w PvP
zts18638e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza obronê w PvP o 5%.[n]
zts18639e	Memoria³ zapomnianego bohatera D (1)
zts18640e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza si³ê fizyczn¹ o 80.[n]
zts18641e	Memoria³ zapomnianego bohatera S (1)
zts18642e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza zrêcznoœæ o 80.[n]
zts18643e	Memoria³ zapomnianego bohatera J (1)
zts18644e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza bystroœæ o 80.[n]
zts18645e	Memoria³ zapomnianego bohatera M (1)
zts18646e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. P¯ o 4000.[n]
zts18647e	Memoria³ zapomnianego bohatera (1)
zts18648e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. PM o 4000.[n]
zts18649e	Strategia obrony Rycerzy Lorda Cuarry (1)
zts18650e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza ca³¹ obronê o 30.[n]
zts18651e	Strategia ataku Rycerzy Lorda Cuarry (1)
zts18652e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza ca³¹ si³ê ataku o 30.[n]
zts18653e	PrzyjaŸñ wró¿ek (1)
zts18654e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza wszystkie odpornoœci na ¿ywio³y o 10.[n]
zts18655e	Historia Aureliusa Roshu (1)
zts18656e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza pozyskiwanie punktów doœwiadczenia o 3%.[n]
zts18657e	Memoria³ handlarzy Akamur (1)
zts18658e	Dziêki temu mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza pozyskiwanie z³ota o 3%.[n]
zts18659e	Zapieczêtowany niebiañski he³m
zts18660e	Przyniesiony he³m armii Mystic Heaven.[n]
zts18661e	Naszyjnik Erenii
zts18662e	Naszyjnik przesi¹kniêty energi¹ Erenii.[n]Ochrania tego, który go nosi.[n]
zts18663e	Pierœcieæ Erenii
zts18664e	Pierœcieñ stworzony na podobieñstwo skrzyde³ demona.[n]Zwiêksza ¿ywio³ mroku i hartuje cia³o.[n]
zts18665e	Bransoletka Erenii
zts18666e	Bransoletka przesi¹kniêta energi¹ Bóstwa Ksiê¿yca.[n]Erenia kocha b³yskotki.[n]
zts18667e	Zapieczêtowany piekielny he³m
zts18668e	Przyniesiony he³m armii Hellord.[n]
zts18669e	Naszyjnik Zenas
zts18670e	Naszyjnik przesi¹kniêty energi¹ Zenas.[n]Ochrania tego, który go nosi.[n]
zts18671e	Pierœcieñ Zenas
zts18672e	Pierœcieñ stworzony na podobieñstwo skrzyde³ anio³a.[n]Zwiêksza ¿ywio³ œwiat³a i rozluŸnia cia³o.[n]
zts18673e	Bransoletka Zenas
zts18674e	Bransoletka przenikniêta energi¹ Bóstwa S³oñca.[n]Zenas j¹ uwielbia.[n]
zts18675e	Zapieczêtowana Ciê¿ka Niebiañska Zbroja
zts18676e	Zbroja wykonana przy u¿yciu œwiêtych mocy.[n]
zts18677e	Zapieczêtowana Niebiañska Szata
zts18678e	Szata utkana z b³ogos³awionej nici.[n]
zts18679e	Zapieczêtowana Skórzana Niebiañska Zbroja
zts18680e	Skórzana zbroja, stworzona przy u¿yciu œwiêtej energii.[n]
zts18681e	Zapieczêtowana Ciê¿ka Piekielna Zbroja
zts18682e	Zbroja stworzona przy u¿yciu mrocznej energii.[n]
zts18683e	Zapieczêtowana Piekielna Szata
zts18684e	Szata utkana z przeklêtej nici.[n]
zts18685e	Zapieczêtowana Skórzana Piekielna Zbroja
zts18686e	Skórzana zbroja wykonana przy u¿yciu mrocznej energii.[n]
zts18687e	Zapieczêtowana Niebiañska Kusza
zts18688e	Kusza, kryj¹ca w sobie moc Mystic Heaven.[n]
zts18689e	Zapieczêtowana Czarodziejska Niebiañska Broñ
zts18690e	Ta czarodziejska broñ pos³uguje siê œwiêt¹ energi¹ w charakterze amunicji.[n]
zts18691e	Zapieczêtowany Niebiañski Sztylet
zts18692e	Ten sztylet pochodzi ze zbrojowni w Mystic Heaven.[n]
zts18693e	Zapieczêtowany Niebiañski Miecz
zts18694e	Miecz ten wykuto w Mystic Heaven.[n]
zts18695e	Zapieczêtowana Niebiañska Laska
zts18696e	Ta laska kryje w sobie moc bóstwa s³oñca.[n]
zts18697e	Zapieczêtowany Niebiañski £uk
zts18698e	Ten ³uk wyra¿a niekonwencjonalnoœæ Mystic Heaven.[n]
zts18699e	Zapieczêtowana Piekielna Kusza
zts18700e	Kusza, w której kryj¹ siê moce Hellord.[n]
zts18701e	Zapieczêtowana Czarodziejska Piekielna Broñ
zts18702e	Ta czarodziejska broñ pos³uguje siê mroczn¹ energi¹ w charakterze amunicji.[n]
zts18703e	Zapieczêtowany Piekielny Sztylet
zts18704e	Ten sztylet pochodzi ze zbrojowni w Hellord.[n]
zts18705e	Zapieczêtowany Piekielny Akt
zts18706e	Ten miecz zaklêto w Hellord.[n]
zts18707e	Zapieczêtowana Piekielna Laska
zts18708e	W tej lasce kryje siê moc Bóstwa Ksiê¿yca.[n]
zts18709e	Zapieczêtowany Piekielny £uk
zts18710e	Ten ³uk wyra¿a niekonwencjonalnoœæ Hellord.[n]
zts18711e	Zapieczêtowane Niebiañskie Rêkawice
zts18712e	Te rêkawice pomagaj¹ kontrolowaæ mroczn¹ energiê.[n]
zts18713e	Zapieczêtowane Niebiañskie Rêkawice
zts18714e	Te buty pomagaj¹ kontrolowaæ mroczn¹ energiê.[n]
zts18715e	Zapieczêtowane Piekielne Rêkawice
zts18716e	Te rêkawice pomagaj¹ kontrolowaæ mroczn¹ energiê.[n]
zts18717e	Zapieczêtowane Piekielne Buty
zts18718e	Buty te pomagaj¹ kontrolowaæ mroczn¹ energiê.[n]
zts18719e	Zapieczêtowany Skórzany Niebiañski Kapelusz
zts18720e	Zapieczêtowany Skórzany Piekielny Kapelusz
zts18721e	Zapieczêtowana Niebiañska Opaska
zts18722e	Zapieczêtowana Piekielna Opaska
zts18723e	Rêcznie Wykonany Róg Erenii
zts18724e	Mistrz Rzemieœlników Zaginionego Archipelagu[n]w³asnorêcznie wykona³ wszelkie nak³ucia.[n]Na rogu widnieje znak "Róg Fernon".[n]
zts18725e	Luksusowe Wysokie Obcasy Zenas
zts18726e	Te obcasy nale¿¹ do limitowanej kolekcji ekskluzywnej marki Zaginionego Archipelagu.[n] Na zelówce tych boskich pantofelków widnieje znak "Obcas Fernon".[n]
zts18727e	Niestabilna Energia
zts18728e	Przedmiot misji[n]Niestabilna energia mo¿e nieoczekiwanie pod¹¿aæ w³asnymi drogami, jest niestabilna.[n]
zts18729e	Œwiêta Krew
zts18730e	Jesteœ z krwi anio³ów z Mystic Heaven. W niej kryj¹ siê œwiête moce.[n]
zts18731e	Mroczny Kamieñ Energii
zts18732e	Kamieñ demonów z Hellord, ogarniêty mroczn¹ energi¹.[n]
zts18733e	Pieczêæ Rajdu: Audiencja u Erenii
zts18734e	Mo¿esz do³¹czyæ do rajdu przechodz¹c przez Bramê Nieba 4 obok pos¹gu Erenii,[n]gdy tylko pasek bogini siê nape³ni.[n]Zalecany poziom: 90 ~ 99[n]Minimalna liczba graczy: 15[n][Instrukcja][n]Dziêki tej pieczêci zostaniesz liderem rajdu.[n]Mo¿esz wtedy zapraszaæ innych graczy,[n]klikaj¹c na nich.[n]Udaj siê ze swoj¹ dru¿yn¹ do wejœcia do rajdu i zostañ jego liderem,[n]inni gracze pod¹¿¹ za tob¹ automatycznie.[n]
zts18735e	Pieczêæ Rajdu: Audiencja u Zenas
zts18736e	Mo¿esz do³¹czyæ do rajdu przechodz¹c przez Bramê Nieba 4 obok pos¹gu Zenas,[n]gdy tylko pasek bogini siê nape³ni.[n]Zalecany poziom: 90 ~ 99[n]Minimalna liczba graczy: 20[n][Instrukcja][n]Dziêki tej pieczêci zostaniesz liderem rajdu.[n]Mo¿esz wtedy zapraszaæ innych graczy,[n]klikaj¹c na nich.[n]Udaj siê ze swoj¹ dru¿yn¹ do wejœcia do rajdu i zostañ jego liderem,[n]inni gracze pod¹¿¹ za tob¹ automatycznie.[n]
zts18737e	Zwój Produkcji Akcesorii Ancelloan
zts18738e	To pismo zawiera instrukcjê, jak stworzyæ akcesoria przy u¿yciu mocy Ancelloan.[n]Zawiera formu³ê do produkcji nowych akcesoriów.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij podwójnie na zwój.[n]3. Wybierz rodzaj akcesoria, jaki chcesz wyprodukowaæ.[n]4. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n]
zts18739e	Zwój Produkcji Broni Ancelloan
